"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT04","WT06","WT11"
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-02",,,"0.00",,,,,,,"4.0",,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-03",,,"0.00",,"2.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-04",,,"0.00",,"1.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-05",,,"0.00",,"1.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-06",,,"0.01",,"1.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-07",,,"0.01","0.0","1.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-08",,,"0.21","0.0","1.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-09",,,"0.58","0.0","0.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-10",,,"0.10",,"0.0",,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-11",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-12",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-13",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-14",,,"0.56",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-15",,,"0.02",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-16",,,"0.17",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-17",,,"0.23",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-18",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-19",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-20",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-21",,,"0.26",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-22",,,"0.44",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-23",,,"1.25",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-24",,,"0.21",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-25",,,"0.14",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-26",,,"0.23",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-27",,,"0.34",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-28",,,"1.15",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-29",,,"0.21",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-04-30",,,"0.24",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-01",,,"0.27",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-02",,,"0.02",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-03",,,"0.14",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-04",,,"0.14",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-05",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-06",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-07",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-08",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-09",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-10",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-11",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-12",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-13",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-14",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-15",,,"0.02",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-16",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-17",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-18",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-19",,,"0.18",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-20",,,"0.77",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-21",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-22",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-23",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-24",,,"0.13",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-25",,,"0.47",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-26",,,"0.38",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-27",,,"0.02",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-28",,,"0.00",,,,,,,,,,,,
"US1AKJB0011","JUNEAU 14.6 W, AK US","2020-05-29",,,"0.00",,,,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-01",,,"0.38","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-02",,,"0.08","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-03",,,,"0.2","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-04",,,,"0.1","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-05",,,,"0.1","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-06","    4","0.40",,"1.3","2.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-07",,,"0.20","7.2","9.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-08",,,"0.21","5.3","13.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-09",,,"0.04","0.0","8.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-10",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-11",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-12",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-13",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-14",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-15",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-16",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-17",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-18",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-19",,,"0.16","2.2","2.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-20",,,"0.06","3.7","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-21",,,"0.03","0.7","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-22",,,"0.36","2.6","7.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-23",,,"0.19","0.0","6.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-24",,,"0.68","0.3","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-25",,,"0.15","2.0","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-26",,,"1.39","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-27",,,"0.55","0.0","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-28",,,"0.18","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-29",,,"0.65","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-30",,,"0.40","1.6","2.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-01-31",,,"0.78","7.0","9.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-01",,,"0.09","2.0","9.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-02",,,"0.14","2.0","10.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-03",,,"0.01","0.5","9.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-04",,,"1.11","8.0","13.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-05",,,"0.35","0.0","13.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-06",,,"0.05","0.0","10.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-07",,,"0.02","0.0","8.0",,,,,,,"    1",,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-08",,,"0.03","0.0","8.0",,,,,,,"    1",,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-09",,,"0.44","0.0","8.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-10",,,"0.88","0.0","6.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-11",,,"1.06","0.0","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-12",,,"0.30","0.0","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-13",,,"0.66","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-14",,,"0.17","2.1","6.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-15",,,"0.11","2.0","7.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-16",,,"0.25","3.0","10.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-17",,,"0.16","3.3","12.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-18",,,"0.15","0.2","11.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-19",,,"0.10","0.0","7.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-20",,,"0.28","0.0","6.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-21",,,"1.05","0.0","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-22",,,"0.23","1.4","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-23",,,"0.11","0.8","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-24",,,"0.06","1.0","6.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-25",,,"0.12","2.6","9.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-26",,,"0.44","0.3","8.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-27",,,"0.57","0.0","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-28",,,"0.84","0.0","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-02-29",,,"0.26","0.0","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-01",,,"0.38","0.5","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-02",,,"1.18","0.4","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-03",,,"0.68","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-04",,,"0.21","0.5","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-05",,,"0.05","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-06",,,"0.01","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-07",,,"0.00","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-08",,,"0.10","2.5","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-09",,,"0.64","1.3","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-10",,,"0.97","1.5","5.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-11",,,"0.21","1.2","4.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-12",,,"0.00","0.0","3.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-13",,,"0.00","0.0","2.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-14",,,"0.00","0.0","2.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-15",,,"0.00","0.0","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-16",,,"0.00","0.0","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-17",,,"0.00","0.0","1.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-18",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-19",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-20",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-21",,,"0.00","0.0","0.0",,,,,,,"    1",,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-22",,,"0.05","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-23",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-24",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-25",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-26",,,"0.39","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-27",,,"0.14","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-28",,,"0.05","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-29",,,"0.02","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-30",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-03-31",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-01",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-02",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-03",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-04",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-05",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-06",,,"0.02","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-07",,,"0.02","0.1","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-08",,,"0.32","0.4","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-09",,,"0.73","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-10",,,"0.05","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-11",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-12",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-13",,,"0.01","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-14",,,"0.82","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-15",,,"0.03","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-16",,,"0.12","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-17",,,"0.12","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-18",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-19",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-20",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-21",,,"0.44","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-22",,,"1.16","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-23",,,"1.68","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-24",,,"0.54","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-25",,,"0.20","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-26",,,"0.34","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-27",,,"0.22","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-28",,,"0.83","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-29",,,"0.31","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-04-30",,,"0.27","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-01",,,"0.27","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-02",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-03",,,"0.26","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-04",,,"0.16","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-05",,,"0.01","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-06",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-07",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-08",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-09",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-10",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-11",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-12",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-13",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-14",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-16",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-18",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-19",,,"0.69","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-20",,,"0.68","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-21",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-22",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-23",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-24",,,"0.19","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-25",,,"0.59","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-26",,,"0.69","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-27",,,"0.02","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-28",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-29",,,"0.00","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-30",,,"0.22","0.0","0.0",,,,,,,,,,
"USC00504112","JUNEAU DOUGLAS WWTP, AK US","2020-05-31",,,"0.04","0.0","0.0",,,,,,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-01",,,"0.49","0.5","0.0",,"40","27","28",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-02",,,"0.06","0.5","1.0",,"32","26","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-03",,,"0.00","0.0","1.0",,"26","20","22",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-04",,,"0.05","0.8","1.0",,"28","20","26",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-05",,,"0.00","0.1","1.0",,"26","11","18",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-06",,,"0.20","4.5","6.0",,"29","18","29",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-07",,,"0.23","4.7","9.0",,"32","29","29",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-08",,,"0.01","1.1","8.0",,"29","23","23",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-09",,,"0.00","0.0","8.0",,"23","8","12",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-10",,,"0.00","0.0","7.0",,"20","3","3",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-11",,,"0.00","0.0","7.0",,"9","-3","2",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-12",,,"0.00","0.0","6.0",,"7","-5","-4",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-13",,,"0.00","0.0","6.0",,"6","-5","-4",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-14",,,"0.00","0.0","6.0",,"7","-4","-1",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-15",,,"0.00","0.0","5.0",,"9","-4","7",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-16",,,"0.00","0.0","5.0",,"17","7","12",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-17",,,"0.00","0.0","5.0",,"16","-2","-2",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-18",,,"0.06","1.0","6.0",,"19","-2","18",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-19",,,"0.11","2.2","8.0",,"27","18","25",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-20",,,"0.14","1.8","10.0",,"32","25","28",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-21",,,"0.13","2.9","12.0",,"32","27","31",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-22",,,"0.31","3.5","13.0",,"32","30","32",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-23",,,"0.39","0.4","10.0",,"40","32","34",,,,,"    1",
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-24",,,"0.51","5.0","13.0",,"34","29","33",,,,,,
"USC00504103","JUNEAU FORECAST OFFICE, AK US","2020-01-25",,,"0.62","4.5","16.0",,"35","29","32",,,,,,
